name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl/kmpkg),engine(CC),max_power(bhp),seats
HyundaiVerna1.6CRDI,2011,360000,157000,Diesel,Individual,Manual,SecondOwner,22.32,1582,126.3,5
HyundaiVerna1.6CRDI,2011,380000,157000,Diesel,Individual,Manual,SecondOwner,22.32,1582,126.3,5
RenaultKWID1.0RXT02AnniversaryEdition,2017,300000,35000,Petrol,Individual,Manual,FirstOwner,23.01,999,67,5
MahindraScorpio2.6Turbo9Str,2008,320000,100000,Diesel,Individual,Manual,SecondOwner,12.7,2609,116.6,9
DatsunGOPlusTBSIV,2016,325000,70000,Petrol,Individual,Manual,SecondOwner,19.44,1198,67,7
TataManzaAquaQuadrajetBSIV,2010,160000,30000,Diesel,Individual,Manual,SecondOwner,21.12,1248,88.8,5
MahindraBoleroPowerPlusSLE,2018,630000,40000,Diesel,Individual,Manual,FirstOwner,16.5,1493,70,7
MarutiSwiftVXI,2020,600000,5000,Petrol,Individual,Manual,FirstOwner,21.21,1197,81.8,5
MarutiAlto800VXI,2014,229999,30000,Petrol,Individual,Manual,SecondOwner,22.74,796,47.3,5
MarutiSwiftZDi,2014,440000,70000,Diesel,Individual,Manual,SecondOwner,22.9,1248,74,5
ChevroletSpark1.0LT,2007,90000,60000,Petrol,Individual,Manual,SecondOwner,18,995,62,5
MarutiCiazVDISHVS,2017,750000,60000,Diesel,Individual,Manual,FirstOwner,28.09,1248,88.5,5
HondaCityVMT,2012,330000,80000,Petrol,Individual,Manual,SecondOwner,16.8,1497,116.3,5
MarutiCiazZDiPlusSHVS,2016,715000,70000,Diesel,Individual,Manual,SecondOwner,28.09,1248,88.5,5
SkodaFabia1.2TDIActivePlus,2013,250000,150000,Diesel,Individual,Manual,SecondOwner,20.86,1199,75,5
MarutiZenEstilo1.1LXBSIII,2007,120000,150000,Petrol,Individual,Manual,SecondOwner,18.2,1061,64,5
FordIkon1.6Nxt,2004,100000,25000,Petrol,Individual,Manual,ThirdOwner,14.2,1597,92,5
SkodaRapid1.5TDIATStyleBSIV,2017,850000,35000,Diesel,Individual,Automatic,SecondOwner,21.72,1498,108.6,5
HyundaiXcent1.2CRDiEPlus,2018,450000,48000,Diesel,Individual,Manual,FirstOwner,25.4,1186,73.97,5
VolkswagenPoloDieselTrendline1.2L,2012,240000,200000,Diesel,Individual,Manual,FirstOwner,22.07,1199,73.9,5
HyundaiSantroGLSI-EuroI,2000,30000,90000,Petrol,Individual,Manual,ThirdOwner,,,,
MarutiSwiftDzireVDI,2015,600000,135000,Diesel,Individual,Manual,FirstOwner,26.59,1248,74,5
ChevroletEnjoy1.3TCDiLS7,2016,280000,110000,Diesel,Individual,Manual,SecondOwner,18.2,1248,73.74,7
HyundaiVerna1.6SX,2012,465000,146000,Diesel,Individual,Manual,SecondOwner,22.32,1582,126.32,5
MarutiAlto800LXI,2018,350000,44000,Petrol,Individual,Manual,FirstOwner,24.7,796,47.3,5
Hyundaii10Magna1.2iTechSE,2013,325000,70000,Petrol,Individual,Manual,FirstOwner,20.36,1197,78.9,5
TataIndicaV2DLSTC,2004,50000,271000,Diesel,Individual,Manual,FirstOwner,16.8,1405,62,5
MarutiAltoLXiBSIII,2006,110000,120000,Petrol,Individual,Manual,ThirdOwner,19.7,796,46.3,5
TataIndigoeCSLXBSIV,2013,220000,80000,Diesel,Individual,Manual,FirstOwner,23.03,1396,69,5
MahindraBolero2011-2019SLEBSIII,2015,515000,60000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
MarutiCiaz1.4Sigma,2018,750000,40000,Petrol,Individual,Manual,FirstOwner,20.73,1373,91.1,5
HyundaiEONSportz,2018,350000,25000,Petrol,Individual,Manual,FirstOwner,21.1,814,55.2,5
HyundaiGrandi101.2KappaSportzBSIV,2019,488999,15000,Petrol,Individual,Manual,FirstOwner,18.9,1197,81.86,5
MarutiAlto800LXI,2017,300000,27000,Petrol,Individual,Manual,FirstOwner,24.7,796,47.3,5
MarutiBalenoAlpha1.3,2017,650000,35000,Diesel,Individual,Manual,SecondOwner,27.39,1248,74,5
MarutiA-StarVxi,2014,250000,40000,Petrol,Individual,Manual,FirstOwner,19,998,66.1,5
MarutiAlto800LXI,2014,200000,40000,Petrol,Individual,Manual,ThirdOwner,22.74,796,47.3,5
MahindraScorpioS107Seater,2015,950000,75262,Diesel,Individual,Manual,FirstOwner,15.4,2179,120,7
TataIndigoeCSLXBSIV,2012,200000,120000,Diesel,Individual,Manual,FirstOwner,23.03,1396,69,5
HyundaiEON1.0EraPlus,2016,276000,60000,Petrol,Individual,Manual,FirstOwner,20.3,998,68.05,5
HyundaiEONMagnaPlus,2014,250000,40000,Petrol,Individual,Manual,FirstOwner,21.1,814,55.2,5
MarutiAltoLX,2008,95000,80000,Petrol,Individual,Manual,SecondOwner,19.7,796,46.3,5
TataIndigoCR4,2011,200000,70000,Diesel,Individual,Manual,SecondOwner,23.57,1396,70,5
HyundaiVerna1.6SX,2012,450000,100000,Diesel,Individual,Manual,SecondOwner,22.32,1582,126.32,5
MahindraXUV500W62WD,2013,900000,18000,Diesel,Individual,Manual,FirstOwner,15.1,2179,140,7
TataIndigoCSLX(TDI)BSIII,2010,200000,175000,Diesel,Individual,Manual,FirstOwner,19.09,1396,69,5
Hyundaii10Sportz,2010,200000,70000,Petrol,Individual,Manual,SecondOwner,20.36,1197,78.9,5
MahindraBolero2011-2019SLE,2011,370000,91863,Diesel,Individual,Manual,SecondOwner,15.96,2523,62.1,7
TataIndigoCSGLXBSIII,2008,250000,100000,Petrol,Individual,Manual,FirstOwner,15.2,1193,65,5
RenaultKWIDRXT,2016,290000,10000,Petrol,Individual,Manual,FirstOwner,25.17,799,53.3,5
MarutiErtigaSHVSVDI,2018,900000,35000,Diesel,Individual,Manual,FirstOwner,24.52,1248,88.5,7
FordFigoDieselCelebrationEdition,2013,325000,120000,Diesel,Individual,Manual,SecondOwner,20,1399,68.1,5
HyundaiGrandi10Magna,2016,425000,30000,Petrol,Individual,Manual,FirstOwner,18.9,1197,82,5
RenaultKWIDRXT,2016,315000,60000,Petrol,Individual,Manual,FirstOwner,25.17,799,53.3,5
MarutiAltoK10VXI,2014,300000,70000,Petrol,Individual,Manual,FirstOwner,23.95,998,67.05,5
Hyundaii10Sportz,2013,325000,70000,Petrol,Individual,Manual,SecondOwner,20.36,1197,78.9,5
HyundaiCreta1.4CRDiS,2016,900000,130000,Diesel,Individual,Manual,FirstOwner,21.38,1396,88.7,5
HyundaiCreta1.4CRDiSPlus,2016,950000,133000,Diesel,Individual,Manual,FirstOwner,21.38,1396,88.7,5
VolkswagenVentoDieselTrendline,2010,320000,120000,Diesel,Individual,Manual,ThirdOwner,20.54,1598,103.6,5
VolkswagenAmeo1.0MPITrendline,2019,500000,20000,Petrol,Individual,Manual,FirstOwner,19.44,999,75,5
FordFigoPetrolLXI,2012,290000,25000,Petrol,Individual,Manual,FirstOwner,15.6,1196,70,5
TataNanoLxBSIV,2012,60000,90000,Petrol,Individual,Manual,FirstOwner,25.4,624,37.48,4
MarutiA-StarVxi,2009,120000,140000,Petrol,Individual,Manual,ThirdOwner,19,998,66.1,5
HondaCityi-DTECVX,2017,850000,103000,Diesel,Dealer,Manual,FirstOwner,25.6,1498,97.9,5
ToyotaInnovaCrysta2.4GXMTBSIV,2017,1750000,23000,Diesel,Dealer,Manual,FirstOwner,13.68,2393,147.8,7
HondaCityiDTECV,2015,600000,128000,Diesel,Dealer,Manual,FirstOwner,26,1498,98.6,5
VolkswagenPolo1.5TDIHighline,2015,620000,33000,Diesel,Individual,Manual,FirstOwner,20.14,1498,88.8,5
MarutiAltoLXiBSIII,2009,150000,70000,Petrol,Individual,Manual,SecondOwner,19.7,796,46.3,5
HyundaiSantroXingGL,2011,150000,40000,Petrol,Individual,Manual,Fourth&AboveOwner,0,1086,62,5
TataIndigoGrandPetrol,2008,135000,40000,Petrol,Individual,Manual,Fourth&AboveOwner,12.85,1396,99.6,5
TataIndicaVistaTerra1.4TDI,2011,200000,80000,Diesel,Individual,Manual,FirstOwner,17,1405,71,5
MarutiCiazZDi,2015,730000,70000,Diesel,Individual,Manual,FirstOwner,26.21,1248,88.5,5
ToyotaInnova2.5G(Diesel)8Seater,2013,800000,100000,Diesel,Individual,Manual,FirstOwner,12.99,2494,100.6,8
MahindraXyloE8,2009,300000,90000,Diesel,Individual,Manual,SecondOwner,14,2498,112,8
FordFigoDieselTitanium,2012,190000,112000,Diesel,Individual,Manual,SecondOwner,20,1399,68,5
HondaCivic1.8VMTInspire,2011,350000,50000,Petrol,Individual,Manual,FirstOwner,15.5,1799,132,5
HyundaiXcent1.1CRDiS,2015,509999,62000,Diesel,Individual,Manual,SecondOwner,24.4,1120,71,5
MarutiErtigaLDI,2012,400000,90000,Diesel,Individual,Manual,FirstOwner,20.77,1248,88.76,7
ToyotaInnova2.5VX(Diesel)7Seater,2013,800000,80000,Diesel,Individual,Manual,FirstOwner,12.99,2494,100,7
TataManzaClubClassQuadrajet90LS,2013,250000,50000,Diesel,Individual,Manual,FirstOwner,21.02,1248,88.8,5
HyundaiCreta1.6CRDiSX,2016,930000,47552,Diesel,Individual,Manual,SecondOwner,19.67,1582,126.2,5
MarutiVitaraBrezzaZDiPlusDualTone,2016,720000,40000,Diesel,Individual,Manual,SecondOwner,24.3,1248,88.5,5
FordFigoPetrolEXI,2011,225000,15000,Petrol,Individual,Manual,FirstOwner,15.6,1196,70,5
FordEcoSport1.5DieselTitaniumPlusBSIV,2019,950000,20000,Diesel,Individual,Manual,FirstOwner,23,1498,98.96,5
Hyundaii20Active1.2,2018,530000,52000,Petrol,Individual,Manual,FirstOwner,17.19,1197,81.86,5
Hyundaii20Magna1.2,2016,470000,70000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.83,5
MahindraBoleroPowerPlusPlusACBSIVPS,2017,650000,110000,Diesel,Individual,Manual,FirstOwner,15.96,2523,63,9
TataSafariStormeLX,2014,540000,77500,Diesel,Individual,Manual,SecondOwner,14,2179,138.1,7
MarutiSwiftVDIBSIV,2015,459999,100000,Diesel,Individual,Manual,SecondOwner,25.2,1248,74,5
RenaultKWIDRXL,2019,325000,14700,Petrol,Individual,Manual,FirstOwner,25.17,799,53.3,5
MarutiOmniMPISTDBSIV,2016,240000,40000,Petrol,Individual,Manual,FirstOwner,16.8,796,34.2,5
MahindraKUV100mFALCONG80K2,2017,400000,32000,Petrol,Individual,Manual,SecondOwner,18.15,1198,82,6
MarutiAltoLXI,2004,70000,70000,Petrol,Individual,Manual,SecondOwner,19.7,796,46.3,5
MarutiSwiftDzireVXi,2009,250000,80000,Petrol,Individual,Manual,FirstOwner,17.5,1298,85.8,5
ToyotaInnova2.5G(Diesel)8Seater,2014,910000,80000,Diesel,Individual,Manual,SecondOwner,12.99,2494,100.6,8
MarutiSwiftDzireVDI,2018,720000,25000,Diesel,Individual,Manual,FirstOwner,28.4,1248,74.02,5
MarutiSwiftDzireZDI,2015,590000,50000,Diesel,Individual,Manual,FirstOwner,26.59,1248,74,5
ChevroletTaveraNeo310SeatsBSIII,2015,434000,120000,Diesel,Individual,Manual,FirstOwner,13.58,2499,72.4,10
MahindraBoleroDIBSIII,2006,145000,170000,Diesel,Individual,Manual,FirstOwner,13.6,2523,63,7
MahindraKUV100G80K4Plus5Str,2018,445000,19700,Petrol,Individual,Manual,FirstOwner,18.15,1198,82,5
HyundaiSantroXingGLPlusLPG,2011,191000,70000,LPG,Individual,Manual,FirstOwner,13.45,1086,62.1,5
FordFigoAspire1.5TDCiTitanium,2018,372000,50000,Diesel,Individual,Manual,Fourth&AboveOwner,25.83,1498,99,5
MarutiWagonRLXI,2005,65000,90000,Petrol,Individual,Manual,SecondOwner,18.9,998,67.1,5
HyundaiSantroGLSI-EuroII,2007,150000,60000,Petrol,Individual,Manual,ThirdOwner,,,,
FordFigoDieselLXI,2015,300000,140000,Diesel,Individual,Manual,FirstOwner,20,1399,68.05,5
MahindraScorpio2.6DX,2003,125000,120000,Diesel,Individual,Manual,ThirdOwner,12.7,2609,116.6,8
TataTigor1.2RevotronXZOption,2017,520000,40000,Petrol,Individual,Manual,FirstOwner,20.3,1199,84,5
MarutiAlto800LXI,2014,190000,70000,Petrol,Individual,Manual,ThirdOwner,22.74,796,47.3,5
DatsunRediGO1.0S,2018,310000,7000,Petrol,Individual,Manual,FirstOwner,22.5,999,67,5
ToyotaInnova2.5VX8STRBSIV,2012,750000,90000,Diesel,Individual,Manual,FirstOwner,12.8,2494,102,8
MahindraTUV300mHAWK100T8AMT,2016,750000,110000,Diesel,Individual,Automatic,FirstOwner,18.49,1493,100,7
MarutiAltoK10VXI,2019,350000,15000,Petrol,Individual,Manual,FirstOwner,23.95,998,67.05,5
MarutiAlto800VXI,2020,360000,5000,Petrol,Individual,Manual,FirstOwner,22.05,796,47.3,5
RenaultKWIDRXE,2017,285000,5000,Petrol,Individual,Manual,FirstOwner,25.17,799,53.3,5
MarutiAlto800LX,2013,160000,70000,Petrol,Individual,Manual,SecondOwner,22.74,796,47.3,5
DatsunGOPlusD,2015,229999,60000,Petrol,Individual,Manual,SecondOwner,19.44,1198,67,7
MarutiAltoLXi,2007,85000,120000,Petrol,Individual,Manual,ThirdOwner,19.7,796,46.3,5
DatsunRediGO1.0S,2018,300000,7000,Petrol,Individual,Manual,FirstOwner,22.5,999,67,5
MahindraScorpio2009-2014SLE7SBSIV,2014,675000,120000,Diesel,Individual,Manual,FirstOwner,12.05,2179,120,7
MahindraScorpio2009-2014SLE7SBSIII,2014,700000,145241,Diesel,Individual,Manual,FirstOwner,12.05,2179,120,7
MahindraScorpio2.6Turbo7Str,2008,400000,110000,Diesel,Individual,Manual,FirstOwner,12.7,2609,116.6,8
RenaultKWIDRXT,2016,254999,30000,Petrol,Individual,Manual,ThirdOwner,25.17,799,53.3,5
MahindraScorpioS107Seater,2015,1050000,80000,Diesel,Individual,Manual,SecondOwner,15.4,2179,120,7
MarutiSwiftDzireVDI,2013,390000,100000,Diesel,Individual,Manual,FirstOwner,23.4,1248,74,5
ToyotaEtiosLivaGD,2015,450000,80000,Diesel,Individual,Manual,FirstOwner,23.59,1364,67.04,5
ToyotaInnovaCrysta2.8GXATBSIV,2016,1630000,40000,Diesel,Individual,Automatic,SecondOwner,11.36,2755,171.5,7
MarutiVitaraBrezzaVDiOption,2017,725000,50000,Diesel,Individual,Manual,FirstOwner,24.3,1248,88.5,5
TataSafariStormeLX,2013,466000,95500,Diesel,Individual,Manual,SecondOwner,14,2179,138.1,7
FordFigo1.2PAmbienteMT,2017,370000,40000,Petrol,Individual,Manual,SecondOwner,18.16,1196,86.8,5
MarutiZenEstilo1.1VXIBSIII,2007,150000,70000,Petrol,Individual,Manual,ThirdOwner,18.2,1061,64,5
MarutiCelerioZXIOptional,2017,483000,15000,Petrol,Individual,Manual,FirstOwner,23.1,998,67.04,5
HyundaiGrandi10Magna,2016,470000,10000,Petrol,Individual,Manual,FirstOwner,18.9,1197,82,5
MarutiVitaraBrezzaZDiPlusDualTone,2018,950000,25000,Diesel,Individual,Manual,FirstOwner,24.3,1248,88.5,5
HyundaiVerna1.6VTVT,2013,450000,50000,Petrol,Individual,Manual,ThirdOwner,17.01,1591,121.3,5
ToyotaEtiosVX,2011,345000,70000,Petrol,Individual,Manual,FirstOwner,17.6,1496,88.7,5
MarutiA-StarVxi,2009,300000,60000,Petrol,Individual,Manual,FirstOwner,19,998,66.1,5
MarutiZenEstiloVXIBSIII,2007,160000,74800,Petrol,Individual,Manual,SecondOwner,18.2,998,67.1,5
Maruti800ACBSIII,2004,120000,80000,Petrol,Individual,Manual,SecondOwner,16.1,796,37,4
TataZestRevotron1.2XT,2020,500000,40000,Petrol,Individual,Manual,FirstOwner,17.57,1193,88.7,5
MahindraXUV500W92WD,2018,1350000,40000,Diesel,Individual,Manual,FirstOwner,16,2179,138,7
HyundaiGrandi101.2CRDiAsta,2017,455000,50000,Diesel,Individual,Manual,FirstOwner,24,1186,73.97,5
HyundaiEONEraPlus,2013,165000,45000,Petrol,Individual,Manual,SecondOwner,21.1,814,55.2,5
MarutiSwiftVXIOptional,2016,470000,23700,Petrol,Individual,Manual,FirstOwner,20.4,1197,81.8,5
MarutiSwiftVXIDeca,2016,470000,23700,Petrol,Individual,Manual,FirstOwner,20.4,1197,81.8,5
JeepCompass1.4Sport,2019,1520000,10000,Petrol,Individual,Manual,FirstOwner,16,1368,160,5
MarutiAltoK10VXI,2014,229999,53473,Petrol,Individual,Manual,FirstOwner,23.95,998,67.05,5
MahindraBolero2011-2019DINONACBSIIIWhite,2011,250000,100000,Diesel,Individual,Manual,SecondOwner,15.96,2523,63,9
MahindraXUV500W102WD,2016,1350000,25000,Diesel,Individual,Manual,FirstOwner,16,2179,140,7
HyundaiSantroXingGLS,2013,220000,80000,Petrol,Individual,Manual,FirstOwner,17.92,1086,62.1,5
HyundaiXcent1.1CRDiS,2015,360000,120000,Diesel,Individual,Manual,FirstOwner,24.4,1120,71,5
MarutiAltoK10VXI,2018,350000,40000,Petrol,Individual,Manual,FirstOwner,23.95,998,67.05,5
HyundaiVerna1.6SXCRDi(O),2012,500000,70000,Diesel,Individual,Manual,FirstOwner,22.32,1582,126.32,5
ChevroletBeatDieselLT,2013,145000,90000,Diesel,Individual,Manual,ThirdOwner,25.44,936,57.6,5
ChevroletSailHatchback1.2,2014,300000,51000,Petrol,Individual,Manual,FirstOwner,18.2,1199,82.5,5
TataIndicaVistaAqua1.3Quadrajet(ABS),2010,180000,87000,Diesel,Individual,Manual,FirstOwner,,,,
HyundaiAentGLE,2009,180000,87000,Petrol,Individual,Manual,SecondOwner,13.2,1495,94,5
MahindraBoleroGLX,2006,200000,120000,Diesel,Individual,Manual,SecondOwner,,,,
MarutiSwiftDzireVDI,2013,530000,40000,Diesel,Individual,Manual,FirstOwner,23.4,1248,74,5
RenaultDuster110PSDieselRxL,2014,620000,90000,Diesel,Individual,Manual,SecondOwner,19.01,1461,108.45,5
ToyotaEtiosG,2015,360000,110000,Petrol,Individual,Manual,ThirdOwner,16.78,1496,88.73,5
HyundaiSantroXingGLS,2010,245000,86000,Petrol,Individual,Manual,SecondOwner,17.92,1086,62.1,5
MarutiSwiftVDIBSIV,2009,370000,120000,Diesel,Individual,Manual,FirstOwner,,,,
FordIkon1.6ReallySport,2003,130000,80000,Petrol,Individual,Manual,ThirdOwner,14.2,1597,92,5
MarutiEsteemLX-BSIII,1999,70000,65000,Petrol,Individual,Manual,Fourth&AboveOwner,15.9,1298,85,5
MarutiEsteemLX-BSIII,1999,70000,70000,Petrol,Individual,Manual,Fourth&AboveOwner,15.9,1298,85,5
FordFiesta1.5TDCiTitanium,2014,650000,140000,Diesel,Individual,Manual,SecondOwner,25.01,1498,89.75,5
MarutiSwiftVXI,2019,610000,18000,Petrol,Individual,Manual,FirstOwner,21.21,1197,81.8,5
MarutiAltoK10VXI,2015,300000,24000,Petrol,Individual,Manual,FirstOwner,23.95,998,67.05,5
HyundaiGrandi10CRDiMagna,2014,425000,60000,Diesel,Individual,Manual,FirstOwner,24,1120,70,5
HyundaiVerna1.6SXCRDi(O),2012,450000,150000,Diesel,Individual,Manual,ThirdOwner,22.32,1582,126.32,5
HyundaiVerna1.6CRDI,2011,450000,108000,Diesel,Individual,Manual,FirstOwner,22.32,1582,126.3,5
Hyundaii10SportzAT,2011,340000,60000,Petrol,Individual,Automatic,ThirdOwner,16.95,1197,78.9,5
MarutiErtigaLDIOption,2013,650000,90000,Diesel,Individual,Manual,FirstOwner,20.77,1248,88.76,7
TataIndigoCSLS(TDI)BSIII,2009,160000,70000,Diesel,Individual,Manual,FirstOwner,19.09,1396,69,5
TataIndicaVistaTDILS,2014,250000,120000,Diesel,Individual,Manual,FirstOwner,19.1,1405,70,5
ChevroletBeatDieselLT,2012,225000,100000,Diesel,Individual,Manual,ThirdOwner,25.44,936,57.6,5
TataIndicaV22001-2011DLSBSIII,2007,55000,75958,Diesel,Individual,Manual,SecondOwner,17.88,1396,52.8,5
Maruti800AC,1996,42000,70000,Petrol,Individual,Manual,ThirdOwner,16.1,796,37,4
TataIndicaVistaAqua1.3Quadrajet(ABS),2012,250000,100000,Diesel,Individual,Manual,SecondOwner,,,,
HyundaiTucsonCRDi,2006,282000,128000,Diesel,Individual,Manual,Fourth&AboveOwner,12.6,1991,112,7
TataIndicaV2DLSTC,2007,80000,110000,Diesel,Individual,Manual,ThirdOwner,16.8,1405,62,5
MarutiSwiftDzireVXI,2016,500000,40000,Petrol,Individual,Manual,FirstOwner,20.85,1197,83.14,5
FordFigoAspire1.5TDCiAmbiente,2016,500000,70000,Diesel,Individual,Manual,FirstOwner,25.83,1498,99,5
MarutiSwiftVDI,2011,400000,60000,Diesel,Individual,Manual,FirstOwner,22.9,1248,74,5
MahindraBolero2011-2019SLX,2013,550000,90000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
TataNewSafariDicorLX4X2BSIV,2007,200000,70000,Diesel,Individual,Manual,SecondOwner,13.93,2179,138.1,7
Hyundaii10Sportz,2012,280000,65000,Petrol,Individual,Manual,FirstOwner,20.36,1197,78.9,5
MarutiSwiftDzireVDI,2014,580000,88000,Diesel,Individual,Manual,FirstOwner,23.4,1248,74,5
TataManzaAura(ABS)Quadrajet,2009,100000,80000,Diesel,Individual,Manual,ThirdOwner,18.8,1248,90,5
MahindraScorpioEX,2014,550000,60000,Diesel,Individual,Manual,FirstOwner,14,2523,75,8
MahindraTUV300T4Plus,2017,700000,38000,Diesel,Individual,Manual,FirstOwner,18.49,1493,100,7
TataManzaAquaSafire,2010,150000,80000,Petrol,Individual,Manual,ThirdOwner,15,1368,90,5
HyundaiEONMagnaPlus,2014,190000,60000,Petrol,Individual,Manual,SecondOwner,21.1,814,55.2,5
MahindraBolero2011-2019SLE,2013,500000,110000,Diesel,Individual,Manual,FirstOwner,15.96,2523,62.1,7
MarutiSwiftVDIBSIV,2017,640000,110000,Diesel,Individual,Manual,FirstOwner,25.2,1248,74,5
SkodaFabia1.2LDieselElegance,2011,340000,145000,Diesel,Individual,Manual,FirstOwner,20.86,1199,75,5
HyundaiElitei20AstaOptionDiesel,2019,811000,43000,Diesel,Individual,Manual,FirstOwner,22.54,1396,88.76,5
MarutiRitzLDi,2016,409999,120000,Diesel,Individual,Manual,FirstOwner,23.2,1248,73.94,5
MarutiSwiftLxiBSIII,2007,220000,136000,Petrol,Individual,Manual,SecondOwner,16.1,1298,88.2,5
TataIndicaV2DLSBSIII,2013,170000,120000,Diesel,Individual,Manual,SecondOwner,17.88,1405,48.21,5
HyundaiElitei20PetrolAstaOption,2018,700000,25000,Petrol,Individual,Manual,FirstOwner,18.6,1197,81.86,5
MahindraScorpioS104WD,2015,950000,80000,Diesel,Individual,Manual,SecondOwner,15.4,2179,120,7
HyundaiAentGLS1.6ABS,2003,80000,40000,Petrol,Individual,Manual,SecondOwner,14.4,1599,94,5
JaguarXE2016-20192.0LDieselPrestige,2017,2711000,9000,Diesel,Dealer,Automatic,FirstOwner,13.6,1999,177,5
LexusES300h,2019,5150000,20000,Petrol,Dealer,Automatic,FirstOwner,22.37,2487,214.56,5
JaguarXF2.0DieselPortfolio,2017,3200000,45000,Diesel,Dealer,Automatic,FirstOwner,19.33,1999,177,5
TataSafariStormeEX,2015,503000,110000,Diesel,Individual,Manual,FirstOwner,14.1,2179,147.94,7
VolvoXC40D4InscriptionBSIV,2019,3800000,20000,Diesel,Individual,Automatic,FirstOwner,18,1969,190,5
ToyotaCamry2.5Hybrid,2016,2000000,68089,Petrol,Dealer,Automatic,FirstOwner,19.16,2494,157.7,5
MarutiWagonRLXI,2013,225000,58343,Petrol,Dealer,Manual,FirstOwner,21.79,998,67.05,5
MarutiBalenoAlpha1.3,2018,740000,38817,Diesel,Dealer,Manual,FirstOwner,27.39,1248,74,5
HondaJazzVX,2016,550000,56494,Petrol,Dealer,Manual,FirstOwner,18.2,1199,88.7,5
ToyotaInnova2.5VX(Diesel)7Seater,2013,750000,79328,Diesel,Dealer,Manual,SecondOwner,12.99,2494,100.6,7
MarutiSwiftAMTVVTVXI,2019,650000,5621,Petrol,Dealer,Automatic,FirstOwner,22,1197,81.8,5
ToyotaEtiosVX,2017,625000,25538,Petrol,Dealer,Manual,FirstOwner,16.78,1496,88.73,5
MarutiSwiftAMTZXI,2018,600000,69779,Petrol,Dealer,Automatic,FirstOwner,22,1197,81.8,5
HyundaiGrandi101.2CRDiSportz,2017,450000,56290,Diesel,Dealer,Manual,FirstOwner,24,1186,73.97,5
BMWX4MSportXxDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,FirstOwner,16.78,1995,190,5
BMWX4MSportXxDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,FirstOwner,16.78,1995,190,5
HondaAmazeVCVTPetrolBSIV,2019,779000,7032,Petrol,Dealer,Automatic,FirstOwner,19,1199,88.76,5
SkodaRapid1.6MPIATElegance,2016,645000,11000,Petrol,Dealer,Automatic,FirstOwner,14.3,1598,103.5,5
VolvoV40D3R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,FirstOwner,16.8,1984,150,5
MarutiSwiftDzireVDI,2014,420000,120000,Diesel,Individual,Manual,SecondOwner,23.4,1248,74,5
MarutiS-Cross2017-2020ZetaDDiS200SH,2018,899000,35000,Diesel,Individual,Manual,FirstOwner,25.1,1248,88.5,5
DatsunGOTPetrol,2019,459999,35000,Petrol,Individual,Manual,FirstOwner,19.83,1198,67,5
HyundaiVernaCRDiSXABS,2008,150000,120000,Diesel,Individual,Manual,SecondOwner,18.1,1493,110,5
RenaultKWID1.0RXTOptional,2017,350000,25000,Petrol,Individual,Manual,FirstOwner,23.01,999,67,5
ToyotaEtiosGD,2015,509999,100000,Diesel,Individual,Manual,SecondOwner,23.59,1364,67.05,5
MahindraBolero2011-2019PlusNonAC,2013,500000,120000,Diesel,Individual,Manual,ThirdOwner,15.96,2523,62.1,9
TataZestRevotron1.2XT,2017,370000,35000,Petrol,Individual,Manual,FirstOwner,17.57,1193,88.7,5
MarutiAltoK102010-2014VXI,2013,240000,44000,Petrol,Individual,Manual,SecondOwner,20.92,998,67.1,5
Hyundaii20Asta1.4CRDi,2015,530000,100000,Diesel,Individual,Manual,SecondOwner,22.54,1396,88.73,5
MahindraScorpioS107Seater,2015,1000000,133000,Diesel,Individual,Manual,SecondOwner,15.4,2179,120,7
ToyotaInnovaCrysta2.4VXMTBSIV,2018,1600000,35000,Diesel,Individual,Manual,SecondOwner,13.68,2393,147.8,7
Hyundaii10Sportz,2014,350000,64000,Petrol,Individual,Manual,FirstOwner,20.36,1197,78.9,5
MahindraXUV500ATW10FWD,2015,1100000,70000,Diesel,Individual,Automatic,FirstOwner,16,2179,140,7
Hyundaii201.2Magna,2011,220000,70000,Petrol,Individual,Manual,FirstOwner,18.5,1197,80,5
HyundaiGrandi10Sportz,2015,350000,100000,Petrol,Individual,Manual,FirstOwner,18.9,1197,82,5
MarutiSwiftLDI,2013,370000,90000,Diesel,Individual,Manual,SecondOwner,22.9,1248,74,5
MarutiSwiftDzireVXi,2014,220000,50000,Petrol,Individual,Manual,FirstOwner,17.5,1298,85.8,5
ChevroletSailHatchbackLTABS,2013,200000,80000,Diesel,Individual,Manual,FirstOwner,22.1,1248,76.9,5
MahindraKUV100mFALCOND75K4,2017,400000,50000,Diesel,Individual,Manual,FirstOwner,25.32,1198,77,6
FiatGrandePunto1.4Emotion,2009,150000,55000,Petrol,Individual,Manual,FirstOwner,14.6,1368,88.7,5
ToyotaInnovaCrysta2.7GXAT8STR,2020,1500000,40000,Petrol,Individual,Automatic,FirstOwner,10.75,2694,163.7,8
